2.495563862226432228e+00,4.371178360531760454e+00,3.350860502623673298e+00,1.090725368765613101e+00,2.664851727192837361e-01,2.133815572153833440e+00,-2.537676073458719483e-01,3.588833479604951471e+00,2.621515793744590983e+00,2.603455166267995669e+00,-1.994128464613201368e+00,1.040234104847748142e+00,-1.799614911900102809e+00,1.974906453079273261e+00,3.447634738929262976e+00,4.525801363725893145e-01,4.707974704143740752e+00,-3.898176543037365605e+00,4.828363660687293168e-01,-7.656793965690771309e-01,6.029375988726264346e-01,7.146004613131760053e-01,-2.053142687512636844e+00,-9.790157310283277070e+00,1.577299443068019391e+00,1.170215404018044802e+00,-5.622835531119848573e-01,-8.676390090702016389e-01,5.403985728965829516e+00,-2.745092683387069243e+00,7.541580257794682218e-01,1.725307666778157722e+00,1.477595929579256451e+00,-1.226087259881092351e+00
3.352790228551730256e-01,3.705791801829892984e-01,7.915758563900311406e-01,3.255717027497254112e-01,6.724334161358063167e-01,7.672700331755097913e-01,2.680221401389029090e-01,6.659059504165436572e-01,5.988326000448845193e-02,3.667824209841754612e-01,7.039424546733087373e-01,4.422984396203395452e-01,1.470098128397877846e-01,9.361582091507408832e-02,1.786645127523304455e-01,4.173834829294533755e-01,5.740778148898015298e-02,5.122716998930005872e-01,5.237030691345325728e-01,3.686108385135291599e-01,6.030629016166044742e-01,7.359326432720800781e-01,3.763204405347043702e-01,6.244512829324700975e-01,8.486134705070244033e-01,8.904580685875145007e-02,6.467497008352247612e-01,6.007671643240763970e-01,9.102696546351402018e-01,-2.296827491833373924e-03,2.502017199306093009e-01,3.562484724548062309e-01,1.376049880279024973e-01,4.860043192331766487e-02
1.158259395855888302e-01,1.595292058653426104e-01,5.998108101532608760e-01,3.340435723096164544e-01,8.396009950460364690e-02,3.894689645982210568e-01,8.463919050341258687e-01,2.484910837128087024e-01,2.631694698299780200e-02,1.124443571404496606e-01,2.799370006026491997e-01,2.597951936675412798e-01,3.737273180394497518e-01,4.722046116385898995e-01,9.355662412610677992e-01,4.591009897400877837e-01,7.546647258693703897e-01,2.442657288043896258e-01,2.729433271389526405e-01,8.655286773190314920e-01,8.577140092661408310e-01,4.186265176010729450e-01,7.504933196173415588e-01,2.735567742830776194e-01,5.893869583646778043e-01,1.854555396912662690e-01,8.897266810424652173e-01,-2.049262575630044284e-02,3.790876714335646852e-02,6.251113667878179792e-01,9.557039002202587508e-01,4.967410759206352666e-01,5.633802538154719652e-01,1.832363115866511571e-01
3.281922805146511024e-01,3.085406260095212572e-01,8.533158129655469271e-01,1.806149759389640008e-01,7.836751312260141766e-01,9.973419086449674120e-01,8.830141056578818537e-01,8.582697295037562402e-01,4.002494738462070711e-01,8.059081603320860099e-01,2.887441751726107023e-02,3.008617013652395422e-01,9.895076689354407318e-01,9.700233928073146439e-01,5.264614794378318363e-01,3.199538791258551562e-01,8.652626956468819630e-01,2.858155057445896374e-01,2.651964681517598454e-01,4.776778744607609317e-01,4.402631509503282525e-01,8.689925272364855402e-02,9.744655693795536422e-01,4.464371289943211418e-01,1.828206384843268639e-01,9.276593957246107580e-01,3.590089284752766008e-01,2.221510339861724193e-01,2.242548710906547005e-01,9.489582770937289302e-01,5.726934054499533966e-01,6.182538721574333263e-01,1.992356962851556668e-01,6.092916021631071821e-01
2.175154641389954180e-01,4.601503156494083924e-01,4.122819280896142802e-01,5.187939295382630878e-01,4.360620690634718355e-01,6.129060765287085849e-03,2.012042658374118831e-01,3.652815597234489453e-01,3.549598612635888606e-01,4.175030279643451303e-01,6.212758951432654220e-01,4.782274019421611233e-01,4.658829431911499785e-01,9.036410740497422545e-01,3.655238779431866369e-01,1.035559176967713324e-01,5.719757239740712595e-01,8.945681856606076954e-01,8.671956363711315063e-01,6.673550607909649601e-01,1.861207800826979175e-01,9.246505879999460387e-01,2.483084640087472941e-02,6.585327855587980173e-01,1.694565406603243396e-01,2.207968692770395369e-01,2.622536090521958574e-01,9.137785170633279108e-01,9.815517571647423833e-02,7.757024463880468623e-01,1.568151837412455618e-01,6.134014419808110352e-01,2.385162741691094213e-01,3.406701288096532221e-02
-5.504752484272116275e-01,-4.443949124482604596e+00,-3.689767912485120149e+00,-9.466508525822502351e-01,1.372713769104198844e+00,-9.478410098763381253e-01,-2.862339282804905682e+00,-2.497018685463630483e+00,-1.475319240216591332e+00,6.007886605753135628e-02,3.019809960472369603e+00,-4.133999079536451182e-01,3.959147683583678745e+00,4.264241658802380153e-01,-3.814729816321449363e+00,6.910511601425406436e-01,-4.696423994969466165e+00,4.445029873870169901e+00,-3.500303856893770327e+00,1.553745589111823477e+00,2.558119874366989066e+00,-5.020569398072803891e-01,7.833257079699670333e-01,6.298269558417715075e+00,1.366069564705764128e+00,-9.553093916930115448e-01,2.253449522718118103e-01,-7.796545920091656257e+00,-4.820897219692470870e+00,2.144714392032746275e+00,-4.091764804809210898e-01,-9.994833614216205309e-01,-4.008117754367419572e+00,3.648726429837813701e+00
3.229756423031997226e-02,5.738641269786927124e-01,7.015823694009393208e-01,3.482657239875677768e-02,1.090093498516269133e-01,7.014640122484235851e-01,-2.948841604642137709e-02,6.000385732000090844e-01,4.535322606746538532e-01,1.001145217343027527e+00,3.027974907405267535e-01,5.518513276500938147e-01,2.151404462647557858e-01,7.892554243385125901e-01,5.791692235624313900e-01,8.479109870441962071e-01,3.818915473272679884e-01,1.798252745044425505e-01,3.755713654550716929e-01,4.000433854778651654e-01,8.474345885613625562e-01,3.947952907542747192e-01,4.776767689395220937e-03,5.430905743449608858e-01,9.710379906851045462e-01,3.824109724817718603e-01,9.183367086798434054e-01,2.473333687165946981e-01,5.818377688531804065e-02,7.602269004717669976e-01,5.192752738644610400e-01,2.011693625854017384e-02,1.206388163686765436e-02,9.482053620674893990e-01
1.781080621516212270e-01,-9.788702907356572943e-04,4.960777070542533584e-01,9.874114960904487592e-01,7.631384010223656311e-01,2.922353974220783801e-01,3.396114139871218018e-01,1.074049245828834348e-01,7.594673600485067899e-01,3.988895023499738346e-01,3.440287977992211033e-02,5.591186715095081139e-02,1.766529876403499233e-01,7.245141291290601027e-01,9.403232613257302974e-01,1.548201420107018778e-01,7.807267228102797718e-01,4.714085515105200797e-01,3.117636633624082387e-01,9.166117415568778570e-01,4.597239601167140560e-02,6.832833760215030194e-01,6.517504146015578037e-01,5.076209174907594379e-01,1.753601967783876558e-01,8.248520777954535532e-01,9.851635733617181145e-01,8.536849277416511672e-01,9.027104719146025191e-01,1.524165060335561372e-01,7.720531692483482145e-01,4.905032742752427066e-01,6.990159712507491019e-01,3.752128390643929556e-01
6.726624478438097965e-01,1.912285974026299018e-01,1.981671308428394063e-02,3.329137145279624510e-02,9.695024972145195319e-01,5.495395762796018158e-01,2.399965559440893070e-01,7.055551590676649720e-01,6.301520945667142548e-02,8.141271540301729670e-02,7.904851356561378717e-01,6.068255202524679426e-01,1.436426121014854618e-01,8.724530966689472145e-01,2.470393335660069165e-03,1.369493587347213326e-01,8.663040626919131515e-02,3.911939618758345505e-01,9.326220545530949924e-01,8.215993658908075092e-01,5.864690599386543912e-01,6.629951601477208634e-01,5.792041363835456202e-01,2.329372274475489946e-01,7.722478001378209056e-01,6.483830545240516496e-01,7.891995421421076351e-01,2.227528330658197220e-01,7.772337492205850795e-01,4.483811681947438843e-01,5.662362085855174865e-01,3.951506269301552909e-01,2.879111521537344731e-01,8.540616519389854222e-01
9.288276423215360289e-01,2.345944374503361185e-01,2.382371053869233868e-01,7.335804785764781233e-01,9.259543685351865339e-01,1.159641189639079029e-01,7.312342632998385383e-01,5.223963311757925387e-01,8.372909809463643382e-01,4.394326057457915158e-01,9.256460048987908973e-01,5.333826781974216474e-02,3.324139539803366156e-02,9.865252059362512593e-01,9.525610604293829331e-01,6.312798029039361214e-02,3.321864456326436010e-01,3.819076789192973886e-01,2.203885460012005026e-01,4.050320332634759213e-01,7.414211995266580812e-01,8.482969454016665578e-01,1.938912102129333737e-01,5.112316141310287998e-01,8.324613839382563052e-01,1.931424088560848573e-01,6.864526158374618658e-01,2.374935574618803127e-02,7.711650729560304285e-01,8.501238771028236663e-01,1.986152022262936412e-01,6.764391215486944553e-01,2.488725702042831889e-01,7.493292506260503805e-01
