6.293360117770145923e-01,-1.250798723101548937e+01,-1.390102367944818340e+00,2.513994571221915386e+00,1.520670952908769635e+00,1.389916196854895780e+01,-3.335361773518285666e+00,6.069437284448597758e+00,-1.958491715626513585e+00,3.002236676714315600e+00,5.323499676081639542e+00,-1.299867604056021619e+01,6.278885624464477289e+00,3.475090647873636751e+00,-6.872076429895725092e+00,-9.474560912546483582e-01,5.082640840216117173e-01,1.533659894875055496e+00,-4.640624276208124677e+00,7.147283988297719048e-01,1.471596042841827989e+00,-8.236025898187653294e-01,6.926023098708684600e+00,6.072687541525745303e-01
5.780199387584793458e-01,-5.173624081524447194e-01,4.662844764696339461e-01,9.790932350940108053e-01,1.187895552445677044e-01,7.162904366414988289e-01,-9.832865332368204148e-02,6.411669253369056687e-01,9.772862691833798798e-02,3.505524522444457003e-01,8.749798496585726726e-01,5.602512371878605180e-01,5.140009058226393535e-01,5.729463691934864045e-01,4.602258835867817366e-01,6.477930361487221900e-01,1.790408832479407353e-01,6.679604674029830935e-01,2.855057584333896004e-01,6.305041652389111739e-01,5.144388738690365281e-01,1.816493055932263956e-01,5.288430897201014114e-01,8.001967313191029607e-01
2.888679354493449147e-01,7.467989963091105077e-01,5.305381686568706456e-01,6.843646098471807271e-01,7.838020074739717735e-01,3.287094933692090715e-01,7.665632476283951169e-01,9.032867525468885050e-02,1.252643592939667871e-01,6.147220777306361406e-01,9.586782867746830306e-01,2.510171426491594748e-01,8.970274053319207130e-01,4.338882348206924422e-01,8.048173985632705030e-01,3.536625661189385372e-01,1.290355474820795989e-01,6.382929748778340961e-01,1.297562020439824854e-02,4.354368699510616225e-01,6.193949035349120003e-01,5.982853925063978950e-01,6.483894798014351313e-01,2.437917401462637579e-01
6.577293228329480490e-01,6.799857264475328567e-01,5.554780342441747454e-01,1.944522779473779051e-01,4.529338667662668322e-02,4.449574639295999362e-02,8.228116094151898263e-01,6.271396544826459696e-01,2.354717993835337975e-01,1.384193853475054192e-01,3.346385217944827239e-01,6.356866281674774521e-01,7.832191647589863415e-01,8.984690750218973787e-02,5.682485146674046694e-01,9.956136176380909752e-01,4.766374920572238882e-01,7.550511633790392141e-01,5.773152007499066096e-01,6.153391330920506830e-01,7.060006762143996584e-01,7.151253465141799159e-01,1.213271994996230480e-01,1.467690600380742172e-01
8.594016682370729798e-01,8.090296962481225984e-01,8.730833091821025294e-01,2.491678004281781822e-01,8.482624652174667323e-01,2.410780172623487039e-01,8.435491096371698916e-01,2.975182489775921590e-01,5.494017245253008941e-01,8.450620139270520470e-01,3.544155302913853944e-01,4.897277569867222735e-01,5.022207189097716018e-01,1.889750627862754606e-01,3.012083539402410914e-01,1.931325329650280809e-01,7.912962112819764415e-02,1.035613687886593137e+00,1.622786278615774291e-01,1.098281905781787748e-01,-8.732257867925970890e-03,1.629776668597976153e-01,1.032603404224895938e+00,6.049374036713774938e-01
1.009446869352994014e+01,-7.416241199408355023e+00,2.805745560766810698e+00,5.039131180983453362e+00,1.227853257444769497e+01,-2.212875629194388516e+00,-2.360810108740327262e+00,1.868332734987334875e+00,-3.963744961190002414e+00,4.194780457787500083e+00,8.350448243397703418e-01,-2.042629448833747308e+00,2.655934396920571317e+00,2.619361978461085982e+00,-3.029042212462492500e+00,4.060315739862782713e+00,-1.881255056076631460e+00,-1.275972079605574683e+00,-5.994013157790210045e+00,-1.961020638552912199e-01,-8.634301608856505439e+00,-7.366952519382589770e+00,-8.789217951477727997e-01,-2.984037803583159842e+00
1.335669634212760748e+00,9.580921111873202944e-02,4.444811858807891647e-01,1.249550690837061717e+00,4.025527376365453103e-01,-1.484693367537623029e-02,4.318301095325348116e-01,-4.201590381781109551e-01,1.619329211718811279e-01,3.422879545542417135e-01,1.129003501778740981e+00,1.638524254831806415e+00,7.693819655173216310e-01,7.769100620736265617e-01,8.356345319171879504e-01,8.625922006906056039e-01,2.666015081771151984e-01,1.123948755879112804e+00,2.563512887953510178e-01,8.930025670803344306e-01,2.563392595807446050e-01,-1.009152939863215415e-01,3.544480804099839899e-01,1.045981771746382627e+00
5.417294648863867357e-01,6.387800230711859761e-01,3.164860840635173589e-01,8.595940399795523046e-01,4.592160037812340612e-01,7.460416475328528474e-01,1.766850733927828043e-01,2.634887759267357521e-01,7.387321637101129657e-01,2.682970366161515074e-01,7.290594032447900164e-01,1.808336832390960158e-01,6.366053741166629587e-01,5.018530362749277218e-01,3.836277144238725567e-01,2.907734767115592311e-01,6.476411381744952289e-02,9.978325487093180346e-01,4.678299646515041710e-01,2.193768262174220496e-01,6.884076417637355894e-01,2.106846267190907729e-01,8.834255290051841181e-01,6.228392446068300448e-01
5.324786603187080525e-01,7.318625557051057218e-01,7.660564814207491136e-01,4.058905375989361186e-01,5.323171330733053042e-01,7.757977278038024060e-01,4.087333206640967886e-01,3.178484969678576633e-01,6.021848484765452980e-01,1.860597574014133948e-01,5.145232190048280030e-01,8.498645820738421897e-01,8.109473633185032559e-02,7.405600868840582773e-01,7.498401564867646085e-01,6.949836803193819579e-01,3.208855590932192525e-01,7.390845406895968361e-01,8.707793579736913259e-01,9.379177717471000042e-01,5.359413876893166506e-01,3.811854120860595496e-01,7.126496321747632923e-01,5.909226423541642514e-01
7.092962851297710536e-01,5.103075589422977759e-02,8.514448416783798601e-01,1.876155125498794596e-01,5.145593546040762023e-01,7.065674762589300162e-01,1.737413659683304246e-01,-1.225604492859644623e-01,1.040624267937168418e-01,8.086360597643690307e-01,9.780948234897829385e-01,4.127415943557496414e-01,7.004625116540715846e-01,3.698646699758495471e-01,4.338664188411598399e-01,8.125166037992859192e-01,5.294512009864335011e-01,9.612311138201445893e-01,-6.126403369949675812e-03,1.054098427993467979e+00,7.638216714299622678e-01,-7.514571729716033877e-02,1.017852218731321257e+00,6.085818838295380395e-01
-6.660459511300508950e+00,8.106328862021776160e+00,2.960738590951023763e+00,1.272124185868110269e+00,-1.078398612500860132e+01,1.981876884279824669e+00,7.945465327743951534e+00,1.990451834798561359e+00,7.223269610177345257e+00,-4.850399033859501330e+00,2.264502405491161330e+00,-9.974717035225653561e+00,-3.685686606928812115e+00,7.663912914955720579e-01,6.991736671505972112e+00,-3.766934423689510147e+00,5.057622836954188905e+00,4.122308717267567424e+00,1.305877058160149673e+01,-2.378468909471597392e+00,-8.405473394588820479e-01,1.319465031270520150e+01,4.525229308244608895e+00,1.933075157744503780e+00
7.732035737435146716e-01,9.976390999046702568e-01,4.220452581508871703e-01,1.059827530036786536e+00,3.359893955898786144e-01,7.978193054120967798e-01,8.920905091702432399e-01,5.254133801118017200e-01,2.833012596327530996e-01,5.743629827345692052e-01,8.040770767926410656e-01,1.075798465359496303e+00,7.811201539437726549e-01,7.985807818453789508e-01,7.457457281020948292e-01,-4.252754165336533609e-02,1.116567828769184034e+00,7.141942090367425777e-01,8.712897323385545567e-01,6.944312303912640871e-01,-1.924030462844575906e-01,3.001600925101185480e-01,6.369287327135931820e-01,4.703757490211886161e-01
9.970429468575603416e-01,3.921399920432288577e-01,8.077758774295242805e-01,5.007646133094668939e-02,3.175004752192712720e-01,9.339514956441252735e-01,6.221185194551828168e-01,1.690920670418457616e-01,5.720863127359111511e-01,9.366960457152982977e-01,6.169871790183689697e-01,7.736585768704946631e-01,6.946998949819118696e-01,7.621196586560839703e-02,5.532851097921622774e-01,1.175829864052213049e-02,9.612415496952519955e-02,2.574162539868424249e-01,3.138937813000081123e-01,1.967007372596273618e-01,1.644615323311525157e-01,5.439729128666526137e-01,8.726417849666776028e-02,5.864281790158184515e-01
2.163639598109066142e-01,3.895647968909446979e-01,8.084244766934031157e-01,9.506947189242970220e-01,7.504952921977048330e-01,4.640036043321368875e-01,3.687058200278812703e-01,1.932249540060577697e-01,7.073210360898114502e-01,9.771171477733537891e-01,2.970748135294998815e-01,1.397082404789226073e-01,9.435836709844268588e-01,3.992972264517726660e-02,3.775948281280723795e-01,5.152591612483187200e-01,2.331647543754923890e-01,4.056939525269761398e-02,1.545095580396601276e-01,4.591177150070699930e-01,8.795603602175031677e-01,7.793978414039268721e-01,3.371714667073847371e-01,4.479571663476545340e-01
8.506886568224035772e-01,8.182722665868443768e-01,5.089413955063500916e-01,3.334384008327145321e-01,2.870848866883177752e-01,1.075541361453299233e-01,4.118022801579026559e-01,7.289840328678850456e-01,3.384690308471096504e-02,2.475994921474020394e-01,6.008556767815110833e-01,4.721975417145335419e-01,4.980374385148357841e-01,2.961067837162410510e-01,6.432215787245209038e-01,2.131651024871036026e-01,9.764062833882156123e-02,6.810210078212430851e-01,4.684535052215035300e-01,1.028989126635153184e+00,3.979284591032084539e-01,-8.370169662122936560e-02,9.454838376050090920e-01,6.226075197553624374e-01
4.649633386649703048e+00,-1.936744849198182905e+00,5.691810613120993345e+00,8.968692120252024225e+00,1.675262343428740808e+00,2.271886276174668762e+00,4.318371838581888333e+00,3.890513709743822268e+00,2.801492173985518530e+00,-3.081913078107577086e-01,4.804010689810674251e+00,-1.140495242751801008e+01,1.286007132975986123e+00,5.096815959338442781e+00,2.867893980857003644e+00,1.633163333850657095e-01,3.810547952625995105e+00,3.735665941751920460e+00,4.460178611425175355e+00,-1.989564314579450377e+00,-8.858951758199124171e+00,4.941907944480307791e+00,4.737419226639438818e+00,3.997422977136874112e-01
4.343070967578577246e-01,2.073413601996128564e-01,1.170656143449188447e+00,1.143397766556730755e+00,2.807112699943915546e-01,5.084403991054660121e-01,4.420747553937939278e-01,6.269560260953740416e-01,8.938412264512853866e-01,7.543076903672129019e-01,1.230355460949990265e+00,-5.076792314901557024e-01,9.258251308251094214e-01,8.389134368507685791e-01,5.965830794129786119e-01,1.059228198482872751e-02,2.451602023988391776e-01,7.705405758296438590e-01,4.925134591562101982e-01,7.286090752432008433e-01,2.664025702173020704e-01,7.817675662766998546e-01,1.302767044214935499e+00,9.659242813350257251e-01
3.430297070750927824e-01,4.318924038205269600e-01,-1.855187519914461205e-03,7.148730000892104808e-02,8.295119329669828900e-01,4.527565558409680779e-01,9.909862494874895900e-01,7.073736005054253040e-01,8.850666892833883859e-01,4.757463138881686260e-01,1.864515444831607582e-01,2.268446627759806988e-01,3.610772764469241114e-01,9.110745615308711853e-01,3.185084392340994386e-01,-1.882171758031532527e-02,6.703404553671395982e-01,7.578263682678784696e-02,7.375490914232616380e-01,1.642466505867492266e-01,3.194389350238245884e-01,5.889303603066038395e-01,8.864683888579996118e-01,9.004180428584684925e-01
2.031092180021547844e-01,1.566591549463967614e-01,7.324783517840073310e-01,6.082042017994860883e-01,7.992486548466573026e-01,9.557070149340021192e-01,5.526888160601199917e-01,2.231644142261036967e-01,9.157791362719283068e-01,4.484939734869423655e-01,3.597115619995864405e-02,2.860604664277107134e-01,8.110872358736317400e-01,6.316047674338153284e-01,6.011996789037581390e-01,5.600846596389139620e-01,4.091487094750639875e-01,2.471177377431969802e-01,5.095034984624797758e-01,6.588143670312732736e-01,2.614232912482590820e-01,8.743945906160597303e-01,7.930705628037575394e-01,5.025690145752711446e-01
4.231891120051379795e-01,7.135826664800231089e-01,8.712158965175426095e-01,9.226268422776308098e-01,3.142563519122478638e-02,2.648774091235888695e-01,1.559291214219964972e-01,5.608264007240593152e-01,-2.153767185702197442e-04,9.319922387339470982e-01,1.188381724439036002e-01,7.620233214107502429e-01,3.225016209706810244e-01,1.029473508589951791e+00,2.585592523341519455e-01,9.270994307953087654e-01,2.608568545488365586e-01,8.048832164792180111e-01,4.855373113874146551e-02,3.388749641187370210e-01,6.741299244369894916e-01,8.132713994278637504e-01,4.496075409563028424e-01,4.337569684076641452e-01
