-2.161282438959456709e+00,6.405599833796816078e+00,-4.676433169671688539e+00,-2.195174197345624911e+00,-4.901615155777732546e+00
-6.694373840803522491e+00,-5.312149855108588170e+00,-9.720684404260254707e-01,9.688290930407150725e+00,-4.876514238251867361e+00
-9.307915997487867243e-02,4.619494227785122531e-01,-3.760925431034736199e+00,1.061634079994864255e+00,-3.034308331042294249e+00
3.198004404261460820e+00,-2.963992924886431624e-01,-5.342505433476166132e+00,-1.147791718566714136e+00,-4.199087316917795576e+00
-8.538882622617519402e+00,9.997890059357537496e+00,-2.452743342905780999e+00,-4.682697102483130536e+00,-3.233366110953856065e+00
4.225152188294943656e+00,-2.592346703414403208e+00,-8.518703497753280729e+00,-5.647753680471229387e+00,5.267397840804074249e+00
8.723339131582379391e-01,-1.834952992111068548e+00,-2.544580573224457076e+00,2.431737049660784411e+00,-2.920192655608659482e+00
-1.637494517462788401e+00,-1.125554668659051405e+00,-9.701142628221271380e+00,-2.646531726388162920e+00,6.051599756921585360e+00
-4.300163800780241186e-01,-1.513337574941604702e+00,-2.269478461355113552e+00,2.506585837962033381e+00,-7.431703714245813108e-01
-1.427631711283827931e+00,3.279686578017312115e+00,-2.041831192594011579e+00,-3.350920540032618522e+00,-1.077142518942485694e+00
6.964334586456636167e+00,-3.125947280773087478e+00,-4.977824404735559760e+00,-3.229170888685523266e+00,-4.152938316378538275e+00
-2.094824084598500669e+00,-7.656401521312689695e+00,1.630185479537523463e+01,-3.542575104735293134e+00,-1.205246869707123736e+01
3.502337812115262849e+00,1.042049136725028191e+00,-4.751372620828346882e+00,-4.470564141826621984e+00,-2.968629071277441689e+00
3.212470644586464363e+00,8.071807595573712857e-02,-4.632841067434270599e+00,-1.974553650909835367e+00,-3.305694719215539035e+00
-4.665323205523920214e-01,-1.738098759179354191e+00,-2.041079331933640884e+00,3.681968234483180336e+00,-2.923971921519330053e+00
-6.794381736109618153e+00,9.520550147408263220e-02,3.836529004279914390e-01,-3.284799744347059569e+00,6.533647657820630394e-01
3.493201615783923408e+00,-2.706122160081899874e+00,-2.744869160382803042e+00,3.281951966822247990e-01,-2.920065485630489732e+00
3.974681622413523296e+00,-2.555959711718591709e+00,-2.738720426379825046e+00,-4.245948360604740457e-01,-2.697801499403023939e+00
-7.882126776692072179e-01,-2.965974690199974617e+00,-4.604105552767227216e+00,5.722761755126852812e+00,-3.268955207704457244e+00
-4.133438519143339818e-01,-1.796501116650774721e+00,2.138248055883547938e+00,-3.546213782637853473e+00,-3.621830159991652476e+00
-6.759549224571033577e+00,-9.991521197695330869e+00,-2.266539785954039932e+00,-4.369146082350467530e+00,1.080068544969457456e+01
-3.438885356972574137e-01,-4.792121794876204710e+00,-8.014362723299536029e+00,5.577174009528455656e+00,-1.114767036646342468e+00
4.844731191633719014e+00,-1.510291551685066125e+00,-2.848707169238402059e+00,-2.182103754897674719e+00,-1.781480229323700204e+00
5.427442009702464709e+00,-5.046686059959397674e+00,-1.969421418871956098e+00,-1.729385299646494234e+00,-6.936093701853799587e+00
